---new race---
Freddyisready|0,400|0,400|3,073|0,400
Lord Speaker|0,000|0,641|1,000|0,641
Sumidero|1,528|0,715|1,760|0,715
Diego|0,000|2,298|2,258|2,298
Zaya|2,400|2,400|8,475|2,400
Big Red|0,000|0,903|2,602|0,903
Dunayka|0,350|0,949|1,863|0,949


---new race---
Montero|2,064|1,211|2,083|1,211
Ragane|0,846|2,883|1,944|2,883
Dargo|0,000|1,302|4,500|1,302
Percy|1,481|2,191|3,818|2,191
Trenta|1,978|1,693|2,429|1,693
Mexican Moon|0,984|0,751|4,516|0,751
Tartaria|1,344|2,196|2,433|2,196
Time of Glory|0,944|0,650|2,317|0,650


---new race---
Amaya|0,000|2,789|1,000|2,789
Sadyba|0,000|NaN|1,000|NaN
Zolix|0,000|2,469|1,000|2,469
Kuwaiy|0,000|1,176|1,000|1,176
Staccato|0,000|2,353|1,000|2,353
Echmeda|0,000|2,002|1,000|2,002
Bejrut|0,000|NaN|1,000|NaN
Amani|0,000|2,353|1,000|2,353
Bergamo|0,000|1,193|1,000|1,193


---new race---
Gancegal|0,000|NaN|1,000|NaN
Silver Fog|0,000|0,360|1,000|0,360
Wallenrod|0,000|NaN|1,000|NaN
Sugar Daddy|0,000|1,139|1,000|1,139
Meherbaan|0,000|1,139|1,000|1,139
Green Diams|0,000|0,745|1,000|0,745
Brave Joanna|0,000|2,153|1,000|2,153


---new race---
Vrom Kossack|3,102|3,685|4,558|3,685
Monther Al Khalediah|2,615|3,176|5,984|3,176
Najat Von Südbaden|1,400|1,400|3,952|1,400
Prospero|3,008|1,823|4,813|1,823
Letus Jr|1,764|1,764|2,967|1,764
Purhib|3,619|3,685|2,572|3,685
Grand Amour|3,610|1,804|3,820|1,804
Haneczka|0,894|1,804|2,379|1,804


---new race---
Arkano|0,000|NaN|1,000|NaN
Noble Eagle|0,000|1,130|1,000|1,130
Un Beso|0,000|NaN|1,000|NaN
Salasaman|0,000|2,118|1,000|2,118
Kontusz|0,000|0,486|1,000|0,486
Sicario|0,000|2,304|1,000|2,304
Toghun|0,000|NaN|1,000|NaN
One Way Ticket|0,000|0,539|1,000|0,539


---new race---
Bellerofont|1,952|2,191|2,477|2,191
Magical Path|0,000|1,590|1,000|1,590
Tribunal|1,509|2,402|2,644|2,402
Dacosse|1,583|2,190|7,977|2,190
Dakar|4,617|4,411|2,095|4,411
Baahy|0,826|1,903|1,829|1,903
Exciter|0,000|2,025|2,847|2,025


---new race---
Saragossa|0,000|1,712|5,255|1,712
Nuweliya|0,000|0,487|2,168|0,487
Step To Hope|4,032|4,608|0,857|4,608
Jarl|0,823|0,804|2,617|0,804
Miss Mazovia|0,000|0,804|5,736|0,804
Fuengirola|0,203|0,711|3,583|0,711
Dance With Molly|0,000|2,283|4,330|2,283


---new race---
Jouri Al Kharrat|0,000|NaN|1,000|NaN
Wunderfitz Von Südbaden|1,532|1,293|2,611|1,293
Etorio|1,574|1,972|3,778|1,972
Sonella Jr|0,000|1,654|1,000|1,654
Boy Mugatin|2,690|2,853|5,629|2,853
Mohanned Al Khalediah|0,000|1,017|1,000|1,017
Himera Jr|1,433|1,654|3,097|1,654
Adding|1,251|1,320|3,446|1,320
Midas Jr|1,188|1,654|3,680|1,654
Marsat|1,297|0,827|5,835|0,827
Wasilew|1,584|1,972|4,042|1,972


---new race---
Height of Beauty|3,078|1,010|9,712|1,010
Omer|0,140|1,978|0,974|1,978
Sea The Sky|0,864|1,841|2,449|1,841
Medrock|4,203|2,780|6,326|2,780
Ines D'ecosse|0,000|1,978|1,500|1,978
Jam Romana|0,000|NaN|2,167|NaN
Hot Wing|0,000|NaN|2,500|NaN


---new race---
Fara De Faust|0,000|NaN|1,000|NaN
Sugar|0,000|0,924|1,000|0,924
Alkora|0,000|2,353|1,000|2,353
Zahrina|0,000|NaN|1,000|NaN
Escada South|0,000|NaN|1,000|NaN
Power Lady|0,000|NaN|1,000|NaN
Zlatoyara Tersk|0,000|NaN|1,000|NaN
Mahra|0,000|2,789|1,000|2,789
Elegantka|0,000|2,353|1,000|2,353
Huerta|0,000|1,739|1,000|1,739
Mutta Jr|0,000|1,674|1,000|1,674
Orange|0,000|NaN|1,000|NaN
Fire Fly|0,000|2,011|1,000|2,011


---new race---
Plantea|0,000|11,995|1,000|11,995
Sixte|0,000|1,890|1,000|1,890
Imsexyandiknowit|0,000|NaN|1,000|NaN
Haveyoueverseen|0,000|NaN|1,000|NaN
Plejada|0,000|NaN|1,000|NaN
Dreamline|0,000|NaN|1,000|NaN


---new race---
Arash|4,252|3,274|9,366|3,274
Lazom Al Khalediah|0,000|3,366|1,000|3,366
Sheblat Al Khalediah|3,300|3,176|6,233|3,176
Ajiba Al Mels|1,109|3,366|2,811|3,366
Wilton|2,100|2,260|3,779|2,260
Jafeel Athbah|1,296|2,916|0,963|2,916
Ouzbeks Du Panjshir|2,707|3,661|1,724|3,661
Adash|1,310|0,804|2,092|0,804
Velt Tersk|0,000|NaN|1,000|NaN


---new race---
Blizbor|0,000|0,908|1,000|0,908
Arunas|0,000|3,355|1,000|3,355
Country Girl|0,000|1,732|1,000|1,732
Light Feather|0,000|0,641|1,000|0,641
Syron|0,000|1,329|1,000|1,329
Vadis|0,000|NaN|1,000|NaN
Black Celebration|0,000|5,630|1,000|5,630


---new race---
Sweet City|2,996|3,021|4,254|3,021
Gardemarin|4,050|2,145|2,171|2,145
Tebidoro|0,000|2,188|1,000|2,188
Invincible Gunner|2,777|2,723|3,963|2,723
Fruit Night|0,000|11,401|3,375|11,401
Tahir|0,000|1,344|1,000|1,344
Novitor|0,873|0,986|3,400|0,986
Tudemon|1,575|2,809|5,967|2,809
Felix|0,161|1,438|2,107|1,438


---new race---
Dominer|1,344|1,344|1,742|1,344
Alfea|6,072|1,803|1,679|1,803
Showmeyourheaven|0,685|0,987|2,478|0,987
Polski Lord|0,090|2,981|14,160|2,981
Ame Sublime|3,154|5,376|2,400|5,376
Just Gold|0,482|1,171|0,701|1,171
Naf|0,883|0,812|3,227|0,812


---new race---
Fastwayout|0,731|1,344|2,600|1,344
Trenta|2,012|1,702|2,429|1,702
Saragossa|0,000|1,702|5,255|1,702
Silver De Cerisy|1,869|1,869|2,357|1,869
Miss Mazovia|0,000|0,806|5,736|0,806
Nibella|0,000|0,958|4,944|0,958


---new race---
Dietmar|0,000|NaN|1,000|NaN
Juria|0,000|1,486|1,000|1,486
Nero|0,000|NaN|1,000|NaN
Drabant|1,056|1,544|4,319|1,544
Doviss|0,000|NaN|1,000|NaN
Beskid|0,000|1,056|1,000|1,056
Hajduk|0,000|1,056|1,000|1,056
Dragon|0,000|2,353|1,000|2,353
Will Be A Star|0,000|NaN|1,000|NaN
Elwar|0,000|NaN|1,000|NaN
Wanilia|0,000|NaN|1,000|NaN
Fado|0,000|NaN|1,000|NaN


---new race---
Athea|0,000|0,945|1,000|0,945
Sorglos Von Südbaden|0,000|3,351|1,000|3,351
Oktava Jr|0,000|1,654|1,000|1,654
Niard Tersk|0,000|NaN|1,000|NaN
Zejdar Bs|0,000|1,972|1,000|1,972
Alexandrit Tersk|0,000|NaN|1,000|NaN
H Patricia H|0,000|NaN|1,000|NaN


---new race---
Alex Dream|0,000|1,629|1,000|1,629
Interview|0,000|1,536|1,000|1,536
Lady Laila|0,000|NaN|1,000|NaN
Mój Słodki|0,000|0,929|1,000|0,929
Dżeser|0,000|1,644|1,000|1,644
Bocca|0,000|NaN|1,000|NaN
Travilla|0,000|NaN|1,000|NaN
Tirsa|0,000|NaN|1,000|NaN


---new race---
Free Spirit|0,000|NaN|1,000|NaN
Sabella|0,000|0,945|1,000|0,945
Wokalia|0,000|NaN|1,000|NaN
Sagdiana Tersk|0,000|NaN|1,000|NaN
Fikats De Bozouls|0,000|2,400|1,000|2,400
Hydra|0,000|1,841|1,000|1,841
Emmea|0,000|1,840|1,000|1,840
Samima|0,000|2,815|1,000|2,815
Etna|0,000|0,367|1,000|0,367
Namona Mk|0,000|1,972|1,000|1,972


---new race---
Yamas Szumawa|0,000|NaN|1,000|NaN
Bob The Lion|0,000|0,573|1,000|0,573
Nemezis|0,000|0,807|1,000|0,807
Tryton|0,000|1,424|1,000|1,424
War Command|0,000|1,139|1,000|1,139
Integracja|0,000|0,958|1,000|0,958
Dizara|0,000|1,474|1,000|1,474
Via Vitae|0,000|NaN|1,000|NaN


---new race---
Namibia|0,000|NaN|1,000|NaN
Faiga De Bozouls|0,000|2,304|1,000|2,304
Aj Evio|0,000|0,898|1,000|0,898
Elniza|0,000|NaN|1,000|NaN
Hockey Tersk|0,000|NaN|1,000|NaN
Złoty Opal|0,000|1,400|1,000|1,400


---new race---
Pilecki|3,565|2,246|2,052|2,246
Angara|0,000|NaN|1,000|NaN
Lanaphor|0,000|1,948|3,714|1,948
Zaya|2,352|2,352|8,475|2,352
The Auld Hoose|0,000|1,626|1,000|1,626
Pianissima|0,000|2,257|4,085|2,257
Sileroy|1,200|2,172|1,646|2,172


---new race---
Urugwajka|1,292|0,883|0,457|0,883
Targa|0,213|1,046|1,739|1,046
Fuengirola|0,204|0,714|3,583|0,714
Turnera|0,230|1,046|2,250|1,046
Peregrino|0,056|0,056|1,028|0,056
Dekret|0,000|3,734|1,000|3,734
Insignia|0,000|1,291|2,279|1,291


---new race---
Theskyisnolimit|0,558|0,558|6,292|0,558
Mazovia Queen|2,753|3,822|8,014|3,822
Miss Kossakówna|0,855|0,483|3,330|0,483
Masai Princess|0,000|0,370|2,710|0,370
Fortune Teller|1,846|2,417|2,454|2,417
Ukraina|0,345|1,347|1,652|1,347
Full of Promise|0,000|NaN|1,000|NaN


---new race---
Bint Marshal|0,000|1,938|1,000|1,938
Amazing Nalah|0,000|NaN|1,000|NaN
Mimosa|0,000|2,298|1,000|2,298
Nickie|0,000|0,702|1,000|0,702
Isleen|0,000|4,467|1,000|4,467
River Cash|0,000|0,648|1,000|0,648
Karyntia|0,000|1,683|1,000|1,683
Talkonya|0,000|2,298|1,000|2,298
Ornella|0,000|0,641|1,000|0,641
Ecco La|0,000|NaN|1,000|NaN


---new race---
Deklaracja|0,000|0,469|4,489|0,469
Magister|0,000|1,275|1,000|1,275
Sinfonia Varsovia|0,000|NaN|1,000|NaN
San Escobar|0,000|11,158|1,000|11,158
Vologda|0,000|2,095|4,250|2,095
Księżna Anna|0,000|0,469|6,000|0,469
Moon Star|0,000|0,628|1,000|0,628
Sorbet|0,000|0,301|1,333|0,301


---new race---
Pride of Nelson|0,000|NaN|1,000|NaN
Makfire|0,000|4,656|1,000|4,656
Royal Helen|0,000|NaN|1,000|NaN
Carla Cola|0,000|NaN|1,000|NaN
Caresser|0,000|11,968|1,000|11,968
Zvezdan|0,000|NaN|1,000|NaN


---new race---
Vallenrod|0,000|NaN|1,000|NaN
Pregoła|0,000|1,194|1,000|1,194
Tatra|0,000|NaN|1,000|NaN
Złota Ola|0,000|1,544|1,000|1,544
Pasawa|0,000|NaN|1,000|NaN
Elgiana|0,000|1,548|1,000|1,548
Editoria|0,000|1,400|1,000|1,400
Wiktora|0,000|1,194|1,000|1,194


---new race---
Emiliano Zapata|0,000|NaN|1,000|NaN
Phoenix|0,000|2,156|1,000|2,156
Bullet Boy|0,000|1,782|1,000|1,782
Taraka|0,000|1,702|1,000|1,702
El Nancy|0,000|1,474|1,000|1,474
Magic Life|0,000|4,476|1,000|4,476
Be My Winner|0,000|NaN|1,000|NaN
Langrin|0,000|NaN|1,000|NaN


---new race---
Amifa|1,890|1,890|4,376|1,890
Severina|3,270|2,238|4,457|2,238
Brasilia|0,840|2,238|6,386|2,238
Makayla|2,078|3,712|1,807|3,712
Albar|2,789|2,789|2,210|2,789
Wadi Kahil|1,524|1,838|3,712|1,838
Salman Al Khalediah|2,849|4,146|4,439|4,146


---new race---
Kaszi|0,372|0,286|1,157|0,286
Gared|1,159|0,644|2,079|0,644
Calmir|2,147|2,147|4,906|2,147
Easy Go|0,756|0,717|5,383|0,717
Black Beauty|0,600|2,172|1,346|2,172
Dacosse|1,556|2,172|7,977|2,172
Stella|0,648|0,966|1,096|0,966
Mourtajez|1,571|4,755|6,048|4,755
Fabulous Angel|3,111|5,453|1,590|5,453


---new race---
Dakar|4,617|4,411|2,095|4,411
Gardemarin|4,242|2,247|2,171|2,247
Trojka|0,000|1,442|1,000|1,442
Król Dżungli|0,000|0,909|4,952|0,909
Dilong|1,410|1,442|2,583|1,442
Varese|0,000|1,222|1,943|1,222
Wall Street|0,000|0,789|1,000|0,789


---new race---
Staccato|0,000|2,292|1,000|2,292
Hermes|0,000|NaN|1,000|NaN
Om Marakesh|0,000|1,932|1,000|1,932
Ghazantario|0,000|1,932|1,000|1,932
Ming|0,000|NaN|1,000|NaN
Magnesia Mk|0,000|1,932|1,000|1,932
Escada South|0,000|NaN|1,000|NaN
Asirah|0,000|2,755|1,000|2,755
Wielka Dąbrowa|0,000|1,932|1,000|1,932
Zadatok|0,000|NaN|1,000|NaN
Wildar Bs|0,000|1,932|1,000|1,932
Winnica|0,000|NaN|1,000|NaN
Clarion|0,000|1,948|1,000|1,948
Porywacz|0,000|NaN|1,000|NaN
Awantura|0,000|NaN|1,000|NaN
Sukcesja|0,000|0,966|1,000|0,966
Orange|0,000|NaN|1,000|NaN


---new race---
Gmared|0,000|NaN|1,000|NaN
Faysalanne De Bozouls|0,000|2,304|1,000|2,304
Salm Andex|0,000|5,271|1,000|5,271
Gabonn|0,000|NaN|1,000|NaN
Feysal Du Vallois|0,000|NaN|1,000|NaN
Vykhodec Tersk|0,000|NaN|1,000|NaN
Belloren|0,000|1,400|1,000|1,400


---new race---
Noble Eagle|0,000|1,137|1,000|1,137
Toghun|0,000|NaN|1,000|NaN
Neptune|0,000|2,283|1,000|2,283
Kontusz|0,000|0,487|1,000|0,487
Sombor|0,000|2,283|1,000|2,283
Storius|0,000|1,440|1,000|1,440
Say Szumawa|0,000|0,747|1,000|0,747
Chad|0,000|NaN|1,000|NaN
Time of Change|0,000|1,467|1,000|1,467


---new race---
Vrom Kossack|3,168|3,712|4,558|3,712
Najat Von Südbaden|1,372|1,372|3,952|1,372
Hadir|1,232|1,861|3,460|1,861
Adding|1,266|1,329|3,446|1,329
Sonella Jr|0,000|1,674|1,000|1,674
Empresso|1,867|2,002|7,391|2,002
Midas Jr|1,215|1,674|3,680|1,674
Malala|0,000|2,789|4,810|2,789
Haneczka|0,891|1,801|2,379|1,801
Arga Bs|0,000|2,002|1,000|2,002
Letus Jr|1,762|1,762|2,967|1,762
Ilay Fleur De Lys|0,000|NaN|1,000|NaN
Marsat|1,291|0,826|5,835|0,826


---new race---
Ujoor|0,000|3,724|1,000|3,724
Atman|4,232|4,232|2,306|4,232
French Flair|1,890|1,415|1,857|1,415
Celtic Song|1,080|1,892|2,528|1,892
Wild Lily|3,780|2,298|0,951|2,298
Saragossa|0,000|1,683|5,255|1,683
Tanaita|0,000|NaN|4,708|NaN
Miss Mazovia|0,000|0,808|5,736|0,808
Biancavilla|0,000|0,808|3,275|0,808


---new race---
Shannon Queen|12,120|3,292|3,558|3,292
Burkan Al Khalediah|4,839|4,310|5,706|4,310
Nesma Al Mels|3,891|3,559|5,092|3,559
Bandolero|4,769|2,087|4,811|2,087
Salam Al Khalediah|0,000|4,898|1,000|4,898
Celebryta|2,856|1,654|3,519|1,654


---new race---
Lafayett|1,063|0,658|0,937|0,658
Subiectum|2,151|1,123|2,556|1,123
Sumidero|1,531|0,714|1,760|0,714
Black Beauty|0,594|2,156|1,346|2,156
Sopran Tamo|1,213|0,549|6,892|0,549
Javorka|0,293|1,066|2,361|1,066
Fuengirola|0,205|0,714|3,583|0,714


---new race---
Wostok|0,000|NaN|1,000|NaN
Pustynna Palma|0,000|1,550|1,000|1,550
Camal Galib|0,000|0,898|1,000|0,898
Monarcha|0,000|NaN|1,000|NaN
H Embition H|0,000|NaN|1,000|NaN
Serbia|0,000|1,215|1,000|1,215
Balladyn Z|0,000|NaN|1,000|NaN


---new race---
Time of Dream|3,935|1,973|2,032|1,973
Harlem|1,800|1,068|3,267|1,068
Magical Path|0,000|1,626|1,000|1,626
Dazeekha|0,000|NaN|1,000|NaN
Jalapena|2,815|1,083|1,656|1,083
Vilnele|2,746|2,746|5,295|2,746
Shalkar|0,612|1,538|1,738|1,538
Fighterka|0,000|NaN|1,000|NaN
Exciter|0,000|1,982|2,847|1,982
Lion Cut|0,532|0,532|1,040|0,532
Indigo Ocean|1,078|1,078|2,734|1,078
Da Milano|0,000|NaN|1,000|NaN
Captain Aragorn|2,568|1,461|1,291|1,461


---new race---
Super Star|1,325|2,925|2,617|2,925
Aktyw|3,386|2,336|2,935|2,336
Ouzbeks Du Panjshir|2,829|3,661|1,724|3,661
Rajwan Al Khalediah|0,000|3,336|1,000|3,336
Etorio|1,574|1,972|3,778|1,972
Wunderfitz Von Südbaden|1,532|1,293|2,611|1,293
Dirhem|2,205|1,103|2,987|1,103
Mohanned Al Khalediah|0,000|1,017|1,000|1,017


---new race---
Bergen|0,000|0,789|5,750|0,789
Step To Hope|3,948|4,512|0,857|4,512
Octobermen|0,000|1,130|5,196|1,130
Nuweliya|0,000|0,486|2,168|0,486
Dance With Molly|0,000|2,247|4,330|2,247
Chibichibi|0,000|2,190|4,000|2,190
Naos|0,000|0,909|5,390|0,909
Muza Degasa|0,000|2,247|2,577|2,247


---new race---
Top Medina|5,076|3,685|0,667|3,685
Arash|4,252|3,274|9,366|3,274
Sekretarka|1,839|2,989|2,214|2,989
Dhafar Al Khalediah|0,000|6,788|1,000|6,788
Jafeel Athbah|1,296|2,916|0,963|2,916
Guerro|3,047|1,804|3,254|1,804
Ussam De Carrere|2,967|4,673|9,065|4,673
Almiza|6,922|3,366|1,334|3,366
Dar Duni|1,472|1,592|3,719|1,592


---new race---
Muminek|0,000|4,471|1,000|4,471
Lady Konstancin|0,000|NaN|1,000|NaN
Majkel|0,000|NaN|1,000|NaN
Adorator|0,000|4,471|1,000|4,471
King Royal|0,000|1,137|1,000|1,137
Ukka|0,000|1,319|1,000|1,319


---new race---
Han Bersael|0,000|6,771|1,000|6,771
Dragon|0,000|2,310|1,000|2,310
Akwantario|0,000|1,992|1,000|1,992
Dżabir|0,000|1,189|1,000|1,189
Elgazonn|0,000|1,789|1,000|1,789


---new race---
Blue Connoisseur|1,953|1,953|4,112|1,953
Dystans|1,199|2,190|2,253|2,190
Thorn|1,027|2,726|3,515|2,726
Bellerofont|1,952|2,191|2,477|2,191
Augusta|0,378|1,040|0,866|1,040
Spasski|1,350|1,350|2,660|1,350
Circle Centuria|1,682|2,190|2,783|2,190


